id,用户,内容,属性,状态,IP,时间,排序,类型,审核管理员,话题
"324719","    Aff：472042217 , 51 Vip：undefined 余额：0  |  收益：0  认证：否     "," 没有标题没有标题 #达人原创  没有标题没有标题 "," 图片：1  |  视频：0  点赞：1  |  浏览：51  点赞(假)：0  |  浏览(假)：0  评论：1  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：111.18.75.71  城市：陕西 "," 创：2026-04-01 12:20:03 改：2026-04-01 20:29:19 ","0","图片","ake123(id: 256)","达人原创"
"324718","    Aff：452281738 , 明亮迎吐司 Vip：undefined 余额：40  |  收益：0  认证：否     "," qqqqqqqqq #达人原创  q "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：112.96.56.141  城市：广东 "," 创：2026-04-01 12:17:36 改：2026-04-01 15:36:19 ","0","文字","ake123(id: 256)","达人原创"
"324717","    Aff：504886591 , 大G8爱少妇 Vip：undefined 余额：1  |  收益：0  认证：否     "," 有没有玩文字的可以联系联系 #日常吐槽  有没有啊？ "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：125.72.63.66  城市：青海 "," 创：2026-04-01 12:15:33 改：2026-04-01 15:36:19 ","0","文字","ake123(id: 256)","日常吐槽"
"324716","    Aff：33013953 , 积极树叶 Vip：undefined 余额：0  |  收益：0  认证：否     "," 复制网址用自带浏览器打开，51吃瓜-带你吃最新最热的瓜！
永久免费吃瓜App下载地址  https: #达人原创  复制网址用自带浏览器打开，51吃瓜-带你吃最新最热的瓜！永久免费吃瓜App下载地址https://9.... "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：106.33.43.177  城市：河南 "," 创：2026-04-01 12:14:17 改：2026-04-01 15:36:19 ","0","文字","ake123(id: 256)","达人原创"
"324715","    Aff：470150879 , 激情芝麻 Vip：undefined 余额：11  |  收益：0  认证：否     "," 苏州资源互换来一个 #达人原创  **资源互换 "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：116.147.251.218  城市：中国–北京–北京 "," 创：2026-04-01 12:13:35 改：2026-04-01 15:36:19 ","0","文字","ake123(id: 256)","达人原创"
"324714","    Aff：504271279 , 飘逸心情 Vip：undefined 余额：0  |  收益：0  认证：否     "," 找片，找遍外网，喑网找不到。 #情欲故事  我在抖音刷到（女王的王），是一个酒店房间，拍了很多同样视频，视频里有很多精神小伙加3个女的，听说在外.... "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：120.229.170.41  城市：广东 "," 创：2026-04-01 12:13:04 改：2026-04-01 15:36:27 ","0","文字","ake123(id: 256)","情欲故事"
"324713","    Aff：82603681 , 每日反差母狗大赛 Vip：undefined 余额：0  |  收益：42356  认证：  原创主       "," 裸体操逼，带字幕，淫荡对白，三次高潮淫荡骚妇调教，吞精，各种姿势 #海角乱伦社区  操兄弟的妈妈#偷人#熟女 "," 图片：7  |  视频：1  点赞：2  |  浏览：2474  点赞(假)：0  |  浏览(假)：0  评论：5  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：是 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：203.10.99.50  城市：火星 "," 创：2026-04-01 12:10:25 改：2026-04-01 20:29:39 ","0","视频","ake123(id: 256)","海角乱伦社区"
"324712","    Aff：453035217 , 成就白云 Vip：undefined 余额：1  |  收益：0  认证：否     "," 过下任务任务任务任务 #今日大瓜  任务任务任务任务任务 "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：14.24.224.179  城市：广东 "," 创：2026-04-01 12:09:01 改：2026-04-01 15:36:19 ","0","文字","ake123(id: 256)","今日大瓜"
"324711","    Aff：500826632 , 暂借的放纵 Vip：undefined 余额：0  |  收益：0  认证：否     "," 王者荣耀道崽勾搭福利姬星之卡比绪，母狗属性上街跪爬+酒店3P猛干，实锤视频重磅流出 #福利自拍  狼队选手道崽新恋情被扒光：女友竟是网红星之卡比绪。表面上看，星之卡比绪在小红书、抖音以甜美coser.... "," 图片：3  |  视频：1  点赞：0  |  浏览：840  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：140.245.60.29  城市：火星 "," 创：2026-04-01 12:07:27 改：2026-04-01 20:44:28 ","0","视频","ake123(id: 256)","福利自拍"
"324710","    Aff：325787212 , 合适酒窝 Vip：undefined 余额：0  |  收益：0  认证：否     "," 换个视角看，叫声很骚（想继续看的评论顶起来，争取隔日更新） #原创视频  掰开欣赏一下内射完了换个视角看我操骚逼 "," 图片：2  |  视频：1  点赞：1  |  浏览：371  点赞(假)：0  |  浏览(假)：0  评论：3  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：60.10.15.117  城市：河北 "," 创：2026-04-01 12:07:22 改：2026-04-01 19:48:46 ","0","视频","ake123(id: 256)","原创视频"
"324709","    Aff：384410522 , 微笑保卫帅哥 Vip：undefined 余额：21  |  收益：0  认证：否     "," 这是那个女网红啊啊 #求瓜求片  这是那个女网红啊啊 "," 图片：1  |  视频：0  点赞：0  |  浏览：54  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：114.233.214.204  城市：江苏 "," 创：2026-04-01 12:07:05 改：2026-04-01 20:30:03 ","0","图片","ake123(id: 256)","求瓜求片"
"324708","    Aff：466249705 , 独特高山 Vip：undefined 余额：26  |  收益：0  认证：否     "," 签到签到签到签到签到签到签到 #达人原创  签到签到签到签到签到签到签到 "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：183.199.29.21  城市：河北 "," 创：2026-04-01 12:06:54 改：2026-04-01 15:36:19 ","0","文字","ake123(id: 256)","达人原创"
"324707","    Aff：501533221 , 开心枕头 Vip：undefined 余额：0  |  收益：0  认证：否     "," 找个反差\\ud83d\\udc36调教文玩 #达人原创  找个反差🐶调教文玩 "," 图片：2  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：117.189.242.171  城市：贵州 "," 创：2026-04-01 12:04:17 改：2026-04-01 15:39:39 ","0","图片","ake123(id: 256)","达人原创"
"324706","    Aff：493586464 , 红牛与蜡烛 Vip：undefined 余额：12  |  收益：0  认证：否     "," 最近出差，没法#偷拍#骚逼#老婆了#库存#内射#图 #人妻熟女  最近出差，没法#偷拍#骚逼#老婆了#库存#内射#图 "," 图片：2  |  视频：0  点赞：1  |  浏览：164  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：180.98.158.5  城市：江苏 "," 创：2026-04-01 12:04:01 改：2026-04-01 20:34:25 ","0","图片","ake123(id: 256)","人妻熟女"
"324705","    Aff：504191983 , 拉长酸奶 Vip：undefined 余额：0  |  收益：0  认证：否     "," 坦克女友给我发诱惑视频，看的我下面邦邦硬 #原创视频  坦克女友给我发诱惑视频，看的我下面邦邦硬 "," 图片：1  |  视频：1  点赞：4  |  浏览：743  点赞(假)：0  |  浏览(假)：0  评论：4  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：39.144.108.198  城市：山东 "," 创：2026-04-01 11:57:24 改：2026-04-01 20:22:53 ","0","视频","ake123(id: 256)","原创视频"
"324704","    Aff：43875730 , 缓慢爱板栗 Vip：undefined 余额：0  |  收益：0  认证：否     "," 求大神帮脱这个骚杯，还在上大二 #AI女友  求大神帮脱这个骚杯，还在上大二 "," 图片：3  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：113.87.98.255  城市：广东 "," 创：2026-04-01 11:56:18 改：2026-04-01 15:39:31 ","0","图片","ake123(id: 256)","AI女友"
"324703","    Aff：346144081 , 文艺蜗牛 Vip：undefined 余额：0  |  收益：0  认证：否     "," 大家来操我老婆吧 #资源分享  这还是网上大哥给老婆买的，让我给角色扮演。一起艹她 "," 图片：1  |  视频：2  点赞：0  |  浏览：265  点赞(假)：0  |  浏览(假)：0  评论：1  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：223.160.160.94  城市：山东 "," 创：2026-04-01 11:51:12 改：2026-04-01 20:48:54 ","0","视频","ake123(id: 256)","资源分享"
"324702","    Aff：39991268 , 舒心向啤酒 Vip：undefined 余额：0  |  收益：0  认证：否     "," 大连甘井子找女有没有 #达人原创  大连男找女，市区最好 "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：39.144.55.89  城市：辽宁 "," 创：2026-04-01 11:51:10 改：2026-04-01 15:36:19 ","0","文字","ake123(id: 256)","达人原创"
"324701","    Aff：82836994 , 优雅酸奶 Vip：undefined 余额：0  |  收益：48347  认证：  原创主       "," 如狼似虎的妈妈穿着情趣内衣，抱着我大腿让我使劲儿操她 #今日大瓜  妈妈的丰乳肥臀#大屁股 "," 图片：7  |  视频：1  点赞：0  |  浏览：1987  点赞(假)：0  |  浏览(假)：0  评论：3  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：是 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：203.10.99.50  城市：火星 "," 创：2026-04-01 11:49:48 改：2026-04-01 20:23:50 ","0","视频","ake123(id: 256)","今日大瓜"
"324700","    Aff：483767386 , 骚货石雅婕苗栩华 Vip：undefined 余额：0  |  收益：0  认证：否     "," 需要ai看图一右上   卸甲   图生 视频都有 #AI换脸  123456 "," 图片：4  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：175.167.155.3  城市：辽宁 "," 创：2026-04-01 11:47:23 改：2026-04-01 15:37:15 ","0","图片","ake123(id: 256)","AI换脸"
"324699","    Aff：479403712 , 单身鸵鸟 Vip：undefined 余额：0  |  收益：0  认证：否     "," 有没有聊骚的妹妹 #达人原创  23岁男，性欲强，一天y好多次，想找个撩骚的妹妹，可以发照片，打视频 "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：58.22.87.137  城市：福建 "," 创：2026-04-01 11:41:20 改：2026-04-01 15:36:19 ","0","文字","ake123(id: 256)","达人原创"
"324698","    Aff：156635607 , 甜美故事 Vip：undefined 余额：40  |  收益：0  认证：否     "," 灵活的舌头！！！ #达人原创  灵活的舌头！！！ "," 图片：1  |  视频：0  点赞：1  |  浏览：53  点赞(假)：0  |  浏览(假)：0  评论：1  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：157.122.169.188  城市：广东 "," 创：2026-04-01 11:40:43 改：2026-04-01 20:44:16 ","0","图片","ake123(id: 256)","达人原创"
"324697","    Aff：132458862 , 炙热扯蜜粉 Vip：undefined 余额：0  |  收益：0  认证：否     "," 求女王大人调教求求了 #SM调教  我是条发情的贱狗，想要给女王大人舔鞋舔脚被女王大人栓狗链，扇巴掌 "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：113.101.45.199  城市：广东 "," 创：2026-04-01 11:37:58 改：2026-04-01 15:36:19 ","0","文字","ake123(id: 256)","SM调教"
"324696","    Aff：346144081 , 文艺蜗牛 Vip：undefined 余额：0  |  收益：0  认证：否     "," 求羞辱评论求羞辱绿帽喜欢 #今日大瓜  大家来羞辱一下刺激刺激我尽情发挥评论可联系我🐢王八，给老婆操爽了！舔过高跟鞋吧直播给绿主霸霸看。会跪.... "," 图片：4  |  视频：2  点赞：5  |  浏览：1800  点赞(假)：0  |  浏览(假)：0  评论：14  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：223.160.160.94  城市：山东 "," 创：2026-04-01 11:36:58 改：2026-04-01 20:37:59 ","0","视频","ake123(id: 256)","今日大瓜"
